id,type,train ID
1,1,1
2,2,1
3,3,1
4,4,1
5,2,2
6,3,2
7,4,2
8,1,2
9,3,3
10,4,3
11,1,3
12,2,3
13,4,4
14,1,4
15,2,4
16,3,4
17,1,5
18,2,5
19,3,5
20,4,5
21,2,6
22,3,6
23,4,6
24,1,6
25,3,7
26,4,7
27,1,7
28,2,7
29,4,8
30,1,8
31,2,8
32,3,8
33,1,9
34,2,9
35,3,9
36,4,9
37,2,10
38,3,10
39,4,10
40,1,10
41,3,11
42,4,11
43,1,11
44,2,11
45,4,12
46,1,12
47,2,12
48,3,12
49,1,13
50,2,13
51,3,13
52,4,13
53,2,14
54,3,14
55,4,14
56,1,14
57,3,15
58,4,15
59,1,15
60,2,15
61,4,16
62,1,16
63,2,16
64,3,16
65,1,17
66,2,17
67,3,17
68,4,17
69,2,18
70,3,18
71,4,18
72,1,18
73,3,19
74,4,19
75,1,19
76,2,19
77,4,20
78,1,20
79,2,20
80,3,20
81,1,21
82,2,21
83,3,21
84,4,21
85,2,22
86,3,22
87,4,22
88,1,22
89,3,23
90,4,23
91,1,23
92,2,23
93,4,24
94,1,24
95,2,24
96,3,24
97,1,25
98,2,25
99,3,25
100,4,25
101,2,26
102,3,26
103,4,26
104,1,26
105,3,27
106,4,27
107,1,27
108,2,27
109,4,28
110,1,28
111,2,28
112,3,28
113,1,29
114,2,29
115,3,29
116,4,29
117,2,30
118,3,30
119,4,30
120,1,30
121,3,31
122,4,31
123,1,31
124,2,31
125,4,32
126,1,32
127,2,32
128,3,32
129,1,33
130,2,33
131,3,33
132,4,33
133,2,34
134,3,34
135,4,34
136,1,34
137,3,35
138,4,35
139,1,35
140,2,35
141,4,36
142,1,36
143,2,36
144,3,36
145,1,37
146,2,37
147,3,37
148,4,37
149,2,38
150,3,38
151,4,38
152,1,38
153,3,39
154,4,39
155,1,39
156,2,39
157,4,40
158,1,40
159,2,40
160,3,40
161,1,41
162,2,41
163,3,41
164,4,41
165,2,42
166,3,42
167,4,42
168,1,42
169,3,43
170,4,43
171,1,43
172,2,43
173,4,44
174,1,44
175,2,44
176,3,44
177,1,45
178,2,45
179,3,45
180,4,45
181,2,46
182,3,46
183,4,46
184,1,46
185,3,47
186,4,47
187,1,47
188,2,47
189,4,48
190,1,48
191,2,48
192,3,48
193,1,49
194,2,49
195,3,49
196,4,49
197,2,50
198,3,50
199,4,50
200,1,50
201,3,51
202,4,51
203,1,51
204,2,51
205,4,52
206,1,52
207,2,52
208,3,52
209,1,53
210,2,53
211,3,53
212,4,53
213,2,54
214,3,54
215,4,54
216,1,54
217,3,55
218,4,55
219,1,55
220,2,55
221,4,56
222,1,56
223,2,56
224,3,56
225,1,57
226,2,57
227,3,57
228,4,57
229,2,58
230,3,58
231,4,58
232,1,58
233,3,59
234,4,59
235,1,59
236,2,59
237,4,60
238,1,60
239,2,60
240,3,60
241,1,61
242,2,61
243,3,61
244,4,61
245,2,62
246,3,62
247,4,62
248,1,62
249,3,63
250,4,63
251,1,63
252,2,63
253,4,64
254,1,64
255,2,64
256,3,64
257,1,65
258,2,65
259,3,65
260,4,65
261,2,66
262,3,66
263,4,66
264,1,66
265,3,67
266,4,67
267,1,67
268,2,67
269,4,68
270,1,68
271,2,68
272,3,68
273,1,69
274,2,69
275,3,69
276,4,69
277,2,70
278,3,70
279,4,70
280,1,70
281,3,71
282,4,71
283,1,71
284,2,71
285,4,72
286,1,72
287,2,72
288,3,72
289,1,73
290,2,73
291,3,73
292,4,73
293,2,74
294,3,74
295,4,74
296,1,74
297,3,75
298,4,75
299,1,75
300,2,75
301,4,76
302,1,76
303,2,76
304,3,76
305,1,77
306,2,77
307,3,77
308,4,77
309,2,78
310,3,78
311,4,78
312,1,78
313,3,79
314,4,79
315,1,79
316,2,79
317,4,80
318,1,80
319,2,80
320,3,80
321,1,81
322,2,81
323,3,81
324,4,81
325,2,82
326,3,82
327,4,82
328,1,82
329,3,83
330,4,83
331,1,83
332,2,83
333,4,84
334,1,84
335,2,84
336,3,84
337,1,85
338,2,85
339,3,85
340,4,85
341,2,86
342,3,86
343,4,86
344,1,86
345,3,87
346,4,87
347,1,87
348,2,87
349,4,88
350,1,88
351,2,88
352,3,88
353,1,89
354,2,89
355,3,89
356,4,89
357,2,90
358,3,90
359,4,90
360,1,90
361,3,91
362,4,91
363,1,91
364,2,91
365,4,92
366,1,92
367,2,92
368,3,92
369,1,93
370,2,93
371,3,93
372,4,93
373,2,94
374,3,94
375,4,94
376,1,94
377,3,95
378,4,95
379,1,95
380,2,95
381,4,96
382,1,96
383,2,96
384,3,96
385,1,97
386,2,97
387,3,97
388,4,97
389,2,98
390,3,98
391,4,98
392,1,98
393,3,99
394,4,99
395,1,99
396,2,99
397,4,100
398,1,100
399,2,100
400,3,100
401,1,101
402,2,101
403,3,101
404,4,101
405,2,102
406,3,102
407,4,102
408,1,102
409,3,103
410,4,103
411,1,103
412,2,103
413,4,104
414,1,104
415,2,104
416,3,104
417,1,105
418,2,105
419,3,105
420,4,105
